prop_name,completion_year,monthly_rent,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,city,area
Hedgeford 10 Residences @ Wangsa Maju,2015,1200,Service Residence,1,1,1,521,Partially Furnished,"Security, Swimming Pool, Jogging Track, Sauna, Minimart, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Wangsa Maju
The Establishment,2018,2500,Service Residence,1,1,1,468,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Brickfields
The Henge Kepong,2019,2200,Condominium,3,2,2,1100,Fully Furnished,"Playground, Swimming Pool, Jogging Track, Security, Tennis Court, Lift, Multipurpose hall, Parking, Gymnasium, Barbeque area, Minimart, Squash Court, Sauna, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Kepong
Sofiya Residences,,2300,Condominium,3,1,2,862,Fully Furnished,"Playground, Security, Parking, Gymnasium, Sauna, Jogging Track, Barbeque area, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Desa ParkCity
Suasana Lumayan,2015,1500,Condominium,4,1,2,1142,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Cheras
Vista Komanwel A,,1600,Condominium,3,2,2,1224,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Bukit Jalil
Apartment Sentul,,700,Apartment,3,,1,700,Not Furnished,"Parking, Lift",Cooking Allowed,Kuala Lumpur , Sentul
Lakeville Residence,2017,1900,Condominium,3,2,2,1193,Partially Furnished,"Gymnasium, Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Jalan Ipoh
Arte Plus Jalan Ampang,2018,2100,Service Residence,3,2,2,1200,Fully Furnished,"Parking, Gymnasium, Jogging Track, Playground, Security, Lift, Swimming Pool, Sauna, Barbeque area, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Ampang
Vista Langkawi @ PV18,,1399,Service Residence,3,1,2,926,Partially Furnished,,,Kuala Lumpur , Setapak
Residensi Alam Damai (PR1MA @ Alam Damai),,1300,Apartment,3,1,3,935,Not Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",Cooking Allowed,Kuala Lumpur , Cheras
Platinum OUG Residence,2021,1450,Condominium,3,1,2,1100,Partially Furnished,"Security, Playground, Gymnasium, Lift, Parking",,Kuala Lumpur , Kuchai Lama
Residensi Pandanmas 1,,1500,Apartment,3,1,2,900,Partially Furnished,"Minimart, Gymnasium, Lift, Parking, Security, Swimming Pool, Playground, Jogging Track, Barbeque area, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur , Desa Pandan
Flat Taman Melati,,1000,Flat,3,,2,650,Not Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Setapak
First Residence,2012,1600,Condominium,3,1,2,1070,Partially Furnished,"Barbeque area, Swimming Pool, Security, Playground, Gymnasium, Parking, Lift, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Kepong
M Centura,2021,2200,Service Residence,3,,2,850,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Sentul
Regalia Residence,2012,2000,Service Residence,1,1,1,560,Fully Furnished,"Parking, Playground, Swimming Pool, Squash Court, Gymnasium",,Kuala Lumpur , Jalan Sultan Ismail
38 Bidara,,1900,Condominium,2,,2,705,Fully Furnished,"Sauna, Parking, Swimming Pool, Playground, Club house, Security, Minimart, Gymnasium, Barbeque area",,Kuala Lumpur , KLCC
Unio Residence,2021,2200,Apartment,2,1,2,866,Fully Furnished,"Jogging Track, Security, Swimming Pool, Tennis Court, Lift, Multipurpose hall, Parking, Minimart, Playground, Barbeque area, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur , Kepong
Legasi Kampong Bharu,2020,3300,Apartment,3,1,2,950,Fully Furnished,"Gymnasium, Parking, Playground, Security, Minimart, Squash Court, Lift, Swimming Pool, Tennis Court, Jogging Track",Air-Cond,Kuala Lumpur , KL City
Mercu Summer Suites @ Kuala Lumpur,2015,2000,Service Residence,1,,1,600,Fully Furnished,"Parking, Minimart, Security, Lift, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , KL City
Vista Saujana,,1000,Apartment,3,,2,955,Partially Furnished,"Security, Playground, Swimming Pool, Parking",,Kuala Lumpur , Kepong
Teratai Mewah Apartment,,850,Apartment,3,,1,650,Not Furnished,"Playground, Parking, Security, Lift",Cooking Allowed,Kuala Lumpur , Setapak
Bangsar Permai,1998,2500,Condominium,3,,2,1000,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Lift, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Bangsar
Bayu Tasik 2,1998,1500,Condominium,3,1,2,1000,Fully Furnished,"Parking, Swimming Pool, Playground, Gymnasium, Security, Lift, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur , Cheras
Platinum Oug Residence,,1650,Condominium,3,1,2,1200,Fully Furnished,"Parking, Security, Lift, Playground, Barbeque area, Multipurpose hall, Minimart, Jogging Track, Swimming Pool, Gymnasium","Cooking Allowed, Near KTM/LRT, Washing Machine, Air-Cond",Kuala Lumpur , Bukit Jalil
M Centura,2021,2500,Service Residence,3,1,2,850,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall","Cooking Allowed, Washing Machine",Kuala Lumpur , Sentul
Casa Idaman,2010,1500,Condominium,3,2,2,1062,Partially Furnished,,,Kuala Lumpur , Jalan Ipoh
Flat Taman Bukit Angkasa,,1200,Flat,3,,2,700,Partially Furnished,Minimart,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Bangsar South
Platinum Lake PV 21,,1500,Service Residence,3,,2,1040,Partially Furnished,"Parking, Gymnasium, Security, Lift, Swimming Pool, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Setapak
Platinum Lake PV 20,,1500,Condominium,4,2,2,1333,Partially Furnished,,"Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur , Setapak
M Vertica,2023,1800,Condominium,3,,2,850,Partially Furnished,"Parking, Playground, Swimming Pool, Jogging Track, Barbeque area, Lift, Security, Tennis Court, Multipurpose hall, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Cheras
Impian Kota,,1500,Apartment,3,1,2,1100,Partially Furnished,Parking,Near KTM/LRT,Kuala Lumpur , KL City
Desa Dua Aman Puri,1990,850,Apartment,3,1,2,850,Not Furnished,"Security, Minimart, Jogging Track, Parking, Swimming Pool, Lift, Playground",Cooking Allowed,Kuala Lumpur , Kepong
The Andes Condo Villa @ Bukit Jalil,2018,3700,Condominium,3,2,2,1325,Fully Furnished,,,Kuala Lumpur , Bukit Jalil
Kepong Sentral Condominium,2007,999,Condominium,3,1,2,962,Not Furnished,"Security, Minimart, Playground, Squash Court, Jogging Track, Lift, Parking, Swimming Pool, Tennis Court, Gymnasium",,Kuala Lumpur , Kepong
Nuri Court,,1500,Apartment,3,,2,900,Fully Furnished,"Parking, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Pandan Indah
The Hipster @ Taman Desa,2022,2100,Condominium,3,2,2,925,Fully Furnished,"Security, Minimart, Swimming Pool, Squash Court, Lift, Parking, Playground, Gymnasium, Barbeque area, Sauna, Multipurpose hall","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Taman Desa
Mont Kiara Astana,1998,4500,Condominium,4,,3,1690,Fully Furnished,"Playground, Barbeque area, Parking, Security, Swimming Pool, Tennis Court, Lift, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur , Mont Kiara
Sentrio Suites,2017,1550,Service Residence,1,1,1,570,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Desa Pandan
Majestic Maxim,2021,2300,Service Residence,3,,2,1050,Fully Furnished,"Swimming Pool, Gymnasium, Barbeque area, Security, Playground, Lift, Jogging Track, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Cheras
Tiara Mutiara 2,2017,1500,Service Residence,3,,2,900,Partially Furnished,"Sauna, Multipurpose hall, Playground, Swimming Pool, Gymnasium, Security","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Old Klang Road
PV9 Residences @ Taman Melati,2022,2499,Service Residence,4,3,2,1100,Partially Furnished,"Security, Parking, Lift, Swimming Pool, Playground, Minimart, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur , Setapak
Bukit Pandan 2,,1450,Condominium,3,1,2,1150,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Cheras
Angkasa Impian 1,2004,4000,Condominium,4,,4,2200,Fully Furnished,"Sauna, Playground, Gymnasium, Swimming Pool, Parking, Squash Court, Security, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur , Bukit Bintang
Majestic Maxim,2021,1100,Service Residence,2,,2,650,Partially Furnished,"Gymnasium, Jogging Track, Lift, Playground, Parking, Security, Swimming Pool, Barbeque area",,Kuala Lumpur , Cheras
Majestic Maxim,2021,1750,Service Residence,3,1,2,819,Partially Furnished,"Swimming Pool, Jogging Track, Barbeque area, Security, Playground, Lift, Parking, Gymnasium, Sauna, Minimart, Multipurpose hall","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur , Cheras
EkoCheras Service Apartment,2017,1800,Service Residence,1,1,2,762,Partially Furnished,"Minimart, Barbeque area, Parking, Swimming Pool, Gymnasium, Lift, Sauna, Playground, Security, Jogging Track",,Kuala Lumpur , Cheras
Apartment Sentul,,1700,Apartment,2,1,2,743,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Sentul
Camellia,2014,2200,Condominium,1,1,1,638,Fully Furnished,"Club house, Playground, Parking, Security, Swimming Pool",,Kuala Lumpur , Bangsar South
Bayu @ Pandan Jaya,2015,1700,Condominium,3,1,2,1072,Partially Furnished,"Parking, Playground, Gymnasium, Security, Swimming Pool, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Pandan Jaya
Casa Green (Bukit Jalil),,2000,Condominium,4,1,2,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Bukit Jalil
10 Semantan,2006,1948,Service Residence,2,1,2,990,Fully Furnished,"Parking, Sauna, Security, Gymnasium, Minimart, Swimming Pool, Barbeque area, Lift, Playground","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Kuala Lumpur , Damansara Heights
Impiana Sky Residensi,2021,1300,Apartment,3,1,2,850,Partially Furnished,"Security, Playground, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur , Bukit Jalil
M Vertica,2023,2200,Condominium,3,2,2,850,Fully Furnished,"Security, Playground, Swimming Pool, Parking, Tennis Court, Jogging Track, Lift, Barbeque area, Multipurpose hall, Gymnasium, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Cheras
Damai Hillpark,2015,1600,Service Residence,3,2,2,1020,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Bandar Damai Perdana
Vista Langkawi @ PV18,,1300,Service Residence,3,1,2,926,Not Furnished,,,Kuala Lumpur , Setapak
Platinum Lake PV 13,,2400,Condominium,3,2,2,1313,Partially Furnished,"Parking, Minimart, Club house, Swimming Pool, Sauna, Security, Playground, Gymnasium, Barbeque area",,Kuala Lumpur , Setapak
Majestic Maxim,2021,1400,Service Residence,3,,2,850,Not Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Cheras
,,2500,Condominium,3,2,3,1537,Fully Furnished,"Jogging Track, Parking, Gymnasium, Swimming Pool, Multipurpose hall, Sauna, Security, Playground, Barbeque area, Minimart, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Segambut
1 Razak Mansion,,1200,Condominium,3,,2,800,Not Furnished,"Lift, Multipurpose hall, Security, Parking, Swimming Pool",Cooking Allowed,Kuala Lumpur , Sungai Besi
Putra Villa,2007,1800,Condominium,3,,2,1066,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Setapak
Vina Versatile Homes,2016,1400,Studio,1,1,1,450,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Gymnasium, Jogging Track, Tennis Court","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur , Cheras
M Vertica,2023,1800,Condominium,3,,2,850,Partially Furnished,"Tennis Court, Barbeque area, Jogging Track, Multipurpose hall, Swimming Pool, Parking, Security, Playground, Lift","Air-Cond, Near KTM/LRT",Kuala Lumpur , Cheras
PV9 Residences @ Taman Melati,2022,550,Service Residence,4,,3,1300,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Setapak
Residensi Jalilmas,,1000,Apartment,3,1,2,800,Partially Furnished,"Parking, Minimart, Multipurpose hall, Security, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Bukit Jalil
Sri Putramas,2004,1500,Condominium,3,1,2,1100,Partially Furnished,"Playground, Sauna, Security, Parking, Tennis Court, Barbeque area, Gymnasium, Minimart, Swimming Pool, Lift",Air-Cond,Kuala Lumpur , Jalan Kuching
Sri Putramas,2004,1600,Condominium,3,1,2,1100,Fully Furnished,"Playground, Sauna, Security, Parking, Tennis Court, Barbeque area, Gymnasium, Minimart, Swimming Pool, Lift","Air-Cond, Washing Machine",Kuala Lumpur , Jalan Kuching
Pangsapuri Melur (Sentul),2006,1400,Apartment,3,1,2,650,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Sentul
Platinum OUG Residence,2021,1800,Condominium,3,1,2,1200,Fully Furnished,"Playground, Security, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Kuchai Lama
Majestic Maxim,2021,1100,Service Residence,2,,2,650,Not Furnished,"Gymnasium, Jogging Track, Lift, Playground, Parking, Security, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Cheras
Majestic Maxim,2021,1488,Service Residence,3,1,2,819,Partially Furnished,"Lift, Playground, Gymnasium, Parking, Security, Swimming Pool, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Cheras
vista wirajaya 2,,1500,Condominium,3,1,2,850,Not Furnished,,,Kuala Lumpur , Setapak
Danau Kota Suite Apartments,2018,2200,Apartment,3,1,2,829,Fully Furnished,"Playground, Security, Minimart, Jogging Track, Parking, Swimming Pool, Gymnasium, Lift",,Kuala Lumpur , Setapak
Anjung Hijau,,1400,Condominium,2,1,2,980,Fully Furnished,"Minimart, Playground, Security, Barbeque area, Parking, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Bukit Jalil
Sri Putramas,2004,1500,Condominium,3,2,2,1100,Fully Furnished,"Playground, Sauna, Security, Parking, Tennis Court, Barbeque area, Gymnasium, Minimart, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Jalan Kuching
Residensi Pandanmas 1,,1600,Apartment,3,,2,900,Fully Furnished,"Jogging Track, Parking, Security, Lift, Minimart, Playground, Sauna, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Desa Pandan
Awana Puri Condominiums,,1500,Condominium,3,1,2,1185,Partially Furnished,,"Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Kuala Lumpur , Cheras
Sri Pelangi (Jalan Genting Kelang),2003,1200,Condominium,3,1,2,931,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track",Cooking Allowed,Kuala Lumpur , Setapak
Taman Miharja Apartment (LRT Miharja),,1500,Apartment,3,1,2,950,Partially Furnished,Parking,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Cheras
,,1400,Condominium,1,1,2,775,Fully Furnished,"Swimming Pool, Gymnasium, Minimart, Playground, Jogging Track, Security, 11, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Old Klang Road
Endah Ria,2000,1600,Condominium,4,,2,1421,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Sri Petaling
Putra Villa,2007,1800,Condominium,3,,2,1076,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Club house, Minimart","Near KTM/LRT, Cooking Allowed, Washing Machine",Kuala Lumpur , Setapak
Kenari Apartment (Taman Melati),,1600,Apartment,3,,2,900,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Setapak
Mutiara Magna,,1000,Apartment,3,,2,750,Not Furnished,"Security, Parking",,Kuala Lumpur , Kepong
Kenari Apartment (Taman Melati),,1600,Apartment,3,1,2,900,Fully Furnished,"Parking, Security, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur , Setapak
The Holmes,,1600,Condominium,3,2,2,1018,Partially Furnished,,"Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur , Cheras
Suasana Lumayan,2015,1600,Condominium,4,1,2,1142,Partially Furnished,"Gymnasium, Security, Minimart, Playground, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Cheras
"The Park 2, Pavilion Bukit Jalil",2021,3200,Service Residence,2,1,2,750,Fully Furnished,"Swimming Pool, Security, Gymnasium, Playground, Lift, Parking, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Bukit Jalil
Seksyen 1 Wangsa Maju Flat,,900,Flat,2,,1,600,Partially Furnished,,"Near KTM/LRT, Cooking Allowed",Kuala Lumpur , Wangsa Maju
Platinum Hill PV 6,2008,1600,Condominium,4,1,2,1328,Not Furnished,,,Kuala Lumpur , Setapak
M3 Residency,2017,1700,Service Residence,3,1,2,900,Fully Furnished,,,Kuala Lumpur , Setapak
Platinum Lake PV 13,,1800,Condominium,4,,2,1313,Not Furnished,"Security, Club house, Parking, Minimart, Swimming Pool, Barbeque area, Sauna, Playground, Gymnasium",,Kuala Lumpur , Setapak
Putra Villa,2007,1800,Condominium,3,1,2,1067,Fully Furnished,,,Kuala Lumpur , Setapak
TR Residence,,2500,Service Residence,3,1,2,850,Fully Furnished,"Barbeque area, Security, Playground, Gymnasium, Swimming Pool, Jogging Track, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Titiwangsa
Majestic Maxim,2021,1300,Service Residence,2,1,2,650,Partially Furnished,"Gymnasium, Playground, Swimming Pool, Jogging Track, Parking, Security, Barbeque area, Lift","Air-Cond, Near KTM/LRT",Kuala Lumpur , Cheras
Genting Court Condominium,1995,1100,Condominium,3,1,2,820,Partially Furnished,"Minimart, Parking, Security, Lift, Swimming Pool, Playground, Club house, Tennis Court","Air-Cond, Cooking Allowed",Kuala Lumpur , Setapak
Prima Court,,900,Condominium,3,1,2,890,Partially Furnished,"Playground, Barbeque area, Parking, Security, Swimming Pool, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court",Cooking Allowed,Kuala Lumpur , Ampang
Aliran Damai Apartments,,1200,Apartment,3,1,2,1006,Partially Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Cheras
